Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Classification
5 Series,2017,Africa,Grey,Diesel,Manual,4.9,197005,45412,Low
M3,2024,Asia,Grey,Hybrid,Automatic,3.6,79615,47475,Low
M5,2013,Africa,White,Petrol,Automatic,4.4,87886,44048,Low
i8,2017,Europe,Silver,Hybrid,Automatic,1.7,159945,49634,Low
M3,2022,South America,Red,Electric,Manual,1.5,122519,80287,Low
5 Series,2018,Middle East,Blue,Electric,Automatic,3.3,60431,101696,High
i3,2012,North America,Grey,Hybrid,Automatic,4.4,82588,42486,High
X5,2015,North America,White,Petrol,Manual,3.6,81288,70342,High
X6,2017,Africa,Black,Petrol,Automatic,3.7,39587,107368,High
X5,2019,Asia,Red,Hybrid,Manual,2.0,137802,45254,High
X1,2016,Europe,Black,Diesel,Automatic,4.9,97298,51305,Low
5 Series,2018,Africa,Red,Electric,Manual,3.4,181647,105065,Low
X1,2016,South America,Grey,Electric,Automatic,1.9,167688,73215,High
X3,2010,North America,Silver,Electric,Automatic,2.9,123179,30530,Low
i3,2018,Middle East,Grey,Petrol,Manual,1.8,10420,30180,Low
M3,2021,Europe,Silver,Electric,Automatic,3.0,28122,70353,High
7 Series,2014,North America,Grey,Electric,Manual,4.0,66145,53211,High
X3,2015,South America,Red,Petrol,Manual,2.6,72266,41643,Low
7 Series,2011,Asia,Silver,Diesel,Manual,2.6,143826,60590,Low
M3,2024,South America,Grey,Diesel,Automatic,3.3,78535,111265,Low
M5,2011,Asia,Black,Diesel,Manual,3.2,116906,106056,High
X5,2022,South America,Red,Diesel,Manual,3.1,1903,46688,High
X1,2013,Africa,White,Electric,Manual,3.3,76755,86275,High
X3,2013,South America,White,Petrol,Manual,1.7,79656,48280,Low
X6,2014,Africa,Red,Electric,Manual,3.2,143370,88980,High
X5,2016,North America,White,Diesel,Automatic,5.0,140,70319,Low
5 Series,2022,North America,White,Electric,Automatic,4.2,134352,101795,Low
M3,2020,South America,Blue,Petrol,Automatic,2.5,129962,53490,Low
M5,2021,Europe,Black,Hybrid,Manual,3.9,59862,50656,High
i8,2024,Asia,Red,Petrol,Automatic,2.7,188725,79486,High
X5,2010,Africa,Grey,Electric,Automatic,2.2,141195,85280,High
M3,2019,Europe,Black,Diesel,Automatic,4.2,93146,82713,Low
X1,2013,Europe,Black,Diesel,Manual,2.2,136918,54965,Low
3 Series,2022,South America,Black,Hybrid,Manual,4.5,193846,33188,High
X6,2018,Europe,Silver,Hybrid,Automatic,2.8,190579,54543,High
M3,2017,Asia,Silver,Diesel,Manual,4.1,83080,111680,Low
7 Series,2012,South America,White,Diesel,Automatic,2.4,62697,61108,High
5 Series,2015,Asia,Silver,Hybrid,Manual,3.8,159960,60241,Low
X6,2020,North America,Blue,Electric,Automatic,2.2,70360,112133,Low
X1,2018,Africa,Red,Hybrid,Manual,1.6,155913,111127,Low
X5,2017,Asia,Blue,Electric,Automatic,4.4,185252,46520,Low
M3,2016,Middle East,Black,Petrol,Automatic,4.5,29803,93037,High
X3,2016,Middle East,Red,Diesel,Automatic,4.6,141826,59339,High
M3,2010,Europe,White,Diesel,Automatic,1.6,188055,118592,Low
X5,2024,Europe,Grey,Diesel,Manual,4.2,62551,55173,Low
X5,2014,South America,Grey,Electric,Automatic,4.4,7673,51581,High
7 Series,2016,Middle East,Grey,Diesel,Automatic,2.6,17928,101194,Low
5 Series,2023,Africa,White,Petrol,Automatic,3.1,87025,96771,High
i8,2022,Middle East,Red,Hybrid,Manual,2.9,138528,61208,Low
5 Series,2011,Africa,Grey,Diesel,Automatic,3.0,125965,94701,Low
M5,2024,Europe,Silver,Hybrid,Manual,4.5,7991,111234,High
X1,2015,Europe,Red,Electric,Automatic,3.0,1989,45116,Low
X5,2023,Asia,Grey,Electric,Automatic,2.6,180303,95531,Low
X3,2011,North America,Grey,Electric,Manual,2.0,158114,49892,High
i3,2012,Europe,Black,Electric,Manual,3.9,163780,53372,Low
i8,2010,Europe,Silver,Diesel,Automatic,1.8,92885,74227,Low
i8,2012,Middle East,Black,Petrol,Automatic,1.7,5007,52948,Low
5 Series,2024,South America,Grey,Petrol,Automatic,3.9,154486,61371,Low
i3,2016,South America,Grey,Hybrid,Manual,3.9,146282,55681,Low
X1,2014,Europe,Blue,Hybrid,Automatic,2.2,100425,41708,Low
5 Series,2013,Asia,White,Hybrid,Manual,4.9,182793,72682,High
i3,2024,Middle East,Red,Petrol,Automatic,4.3,150067,44931,Low
7 Series,2024,South America,Grey,Hybrid,Manual,3.9,75631,86924,High
7 Series,2022,Asia,Black,Diesel,Automatic,4.1,58617,96051,Low
X1,2021,Middle East,Black,Diesel,Automatic,2.9,75469,114586,High
X5,2017,Europe,Black,Electric,Automatic,3.1,87974,42742,Low
5 Series,2017,Europe,White,Electric,Automatic,4.5,162408,35957,High
X1,2010,Asia,Black,Electric,Manual,1.6,76968,50833,Low
X5,2018,Africa,Silver,Petrol,Manual,4.3,14805,46344,High
M5,2023,Middle East,White,Hybrid,Manual,3.1,194001,105713,High
3 Series,2018,North America,Silver,Hybrid,Automatic,3.1,73678,119531,Low
X3,2011,Europe,Black,Petrol,Manual,2.6,169104,71759,High
X6,2011,Asia,Grey,Electric,Automatic,3.6,127233,104819,Low
i8,2017,Asia,Silver,Hybrid,Manual,3.9,108620,75621,Low
5 Series,2021,North America,Black,Electric,Manual,2.1,53076,44825,Low
X6,2020,Middle East,White,Electric,Automatic,3.5,2125,33069,Low
i8,2015,North America,Black,Electric,Manual,3.1,71528,87346,High
7 Series,2012,Europe,Silver,Diesel,Manual,4.2,25102,47195,High
3 Series,2021,Europe,Grey,Petrol,Manual,3.4,161729,118179,High
X5,2011,Middle East,Black,Petrol,Manual,3.0,148186,70206,Low
3 Series,2014,North America,Red,Hybrid,Manual,3.4,134177,92580,Low
M3,2024,South America,Red,Diesel,Manual,3.2,51412,52368,Low
i3,2017,Europe,Blue,Hybrid,Automatic,4.8,186276,84147,Low
i3,2015,Middle East,Grey,Petrol,Manual,2.6,192175,101311,Low
i8,2021,North America,Blue,Electric,Automatic,1.6,188812,91374,High
7 Series,2012,South America,Red,Hybrid,Manual,3.8,190167,85046,High
i8,2021,Middle East,Silver,Hybrid,Automatic,3.6,114034,108168,Low
X6,2021,South America,Black,Hybrid,Automatic,4.7,184502,61055,High
M3,2018,Asia,White,Electric,Automatic,1.9,181486,93945,Low
X6,2017,Europe,Grey,Diesel,Manual,3.3,110528,41029,Low
M5,2019,Europe,Red,Hybrid,Automatic,2.0,19028,60042,Low
3 Series,2015,Asia,Grey,Diesel,Automatic,3.1,157074,104864,High
i3,2010,North America,White,Electric,Manual,4.3,176276,34404,Low
i8,2011,South America,White,Electric,Automatic,4.5,155898,105867,High
7 Series,2013,North America,Silver,Hybrid,Automatic,4.4,181496,42952,High
M5,2011,Asia,Black,Petrol,Manual,3.4,160188,80078,Low
M5,2012,Middle East,Red,Petrol,Automatic,3.7,75793,48863,Low
X6,2023,Middle East,Red,Petrol,Automatic,3.4,110822,107570,Low
M3,2017,Africa,Grey,Hybrid,Automatic,3.5,157656,65462,Low
3 Series,2018,North America,Red,Diesel,Automatic,4.6,134756,73410,Low
i8,2015,South America,Silver,Diesel,Automatic,2.2,134479,83446,Low
M5,2013,North America,Red,Hybrid,Automatic,3.0,13062,63840,High
X5,2020,North America,Grey,Petrol,Automatic,3.6,7783,51013,High
i3,2011,Middle East,Red,Electric,Automatic,4.2,29034,59542,Low
M5,2016,Africa,Silver,Petrol,Manual,4.2,15135,98434,Low
X6,2019,Middle East,Black,Hybrid,Automatic,1.9,147462,119551,Low
M3,2020,Europe,Grey,Diesel,Automatic,2.3,136743,55471,Low
X3,2016,Middle East,Silver,Hybrid,Automatic,4.7,89931,77166,High
3 Series,2019,North America,Red,Petrol,Automatic,2.8,188339,110215,Low
M3,2018,Middle East,Red,Hybrid,Automatic,1.5,68468,104329,Low
M5,2014,Middle East,Silver,Diesel,Automatic,2.2,56033,72666,High
5 Series,2019,Asia,Black,Electric,Manual,4.9,76660,38471,Low
X1,2013,Middle East,White,Electric,Manual,2.6,144953,36807,High
i8,2019,Europe,Red,Diesel,Manual,3.6,132556,67352,Low
i3,2015,South America,Silver,Electric,Automatic,4.0,18944,103312,Low
M5,2021,South America,Grey,Hybrid,Manual,3.8,79799,89936,High
5 Series,2011,Europe,Grey,Hybrid,Automatic,2.8,98081,61982,Low
7 Series,2011,Asia,Black,Electric,Manual,3.0,62936,104120,Low
X1,2021,North America,Blue,Electric,Manual,4.4,48693,65948,Low
i3,2018,Africa,Black,Hybrid,Manual,3.8,90120,86805,High
M5,2016,Asia,Red,Electric,Manual,1.6,25787,84976,Low
X1,2016,Africa,Blue,Diesel,Manual,2.2,119060,67840,Low
3 Series,2022,Asia,Red,Hybrid,Automatic,2.5,173045,65142,Low
X3,2014,Middle East,Red,Electric,Automatic,2.8,75358,35293,High
X3,2016,Asia,Silver,Diesel,Automatic,3.5,107675,110986,High
M5,2018,Africa,Blue,Diesel,Manual,2.8,44465,39035,Low
M3,2019,Europe,Grey,Petrol,Automatic,4.4,48245,78790,High
X5,2014,Africa,Black,Petrol,Automatic,3.2,155668,69005,Low
X5,2018,Asia,Grey,Diesel,Manual,3.3,166326,119753,High
7 Series,2010,Middle East,Black,Diesel,Automatic,3.0,177282,56292,High
i8,2022,Europe,Blue,Petrol,Manual,2.6,56056,109679,High
7 Series,2024,Asia,White,Hybrid,Manual,4.0,30443,95571,Low
X3,2021,Africa,Grey,Hybrid,Automatic,2.3,170708,93521,Low
X3,2012,Asia,Black,Diesel,Automatic,3.9,132490,38326,Low
X1,2016,Asia,Black,Electric,Manual,3.4,180070,47197,Low
X6,2013,Middle East,White,Diesel,Automatic,1.9,30461,101734,Low
7 Series,2024,Europe,Blue,Electric,Manual,1.6,170605,54167,Low
X6,2011,Asia,Black,Hybrid,Manual,2.1,48692,34304,Low
X1,2021,Europe,Red,Petrol,Manual,4.2,36570,40599,Low
3 Series,2023,Europe,Blue,Electric,Manual,2.8,37666,34547,Low
X3,2012,Europe,Silver,Electric,Manual,4.3,146772,55335,High
M3,2016,Asia,White,Diesel,Manual,3.3,125854,110420,Low
7 Series,2017,Asia,Blue,Diesel,Automatic,1.6,10742,58764,Low
X1,2020,Europe,Blue,Petrol,Manual,4.5,183303,113133,High
X6,2018,Asia,White,Petrol,Automatic,4.8,44191,69637,Low
3 Series,2015,Africa,White,Diesel,Automatic,1.8,73494,56504,Low
i8,2019,North America,Black,Hybrid,Automatic,2.2,30820,94421,Low
3 Series,2018,Europe,Black,Petrol,Manual,4.0,144117,65676,Low
i8,2013,Asia,Blue,Hybrid,Manual,5.0,80265,53841,Low
M5,2021,Middle East,White,Hybrid,Automatic,4.6,18232,84346,Low
5 Series,2014,South America,Blue,Electric,Automatic,1.8,133880,69871,Low
X6,2010,Europe,Black,Diesel,Manual,3.6,109045,114774,Low
3 Series,2023,Middle East,Grey,Hybrid,Manual,3.8,178838,47348,Low
X6,2018,South America,White,Diesel,Manual,3.7,136102,118170,Low
X3,2018,Europe,Black,Electric,Automatic,3.5,91076,107207,Low
5 Series,2018,Middle East,Black,Diesel,Manual,2.5,34541,67364,Low
X1,2012,South America,Black,Petrol,Automatic,3.8,66090,36574,Low
M3,2022,Middle East,Grey,Diesel,Automatic,4.0,85927,46794,Low
X5,2024,Africa,Black,Electric,Manual,3.5,166082,31336,Low
X6,2019,Asia,Red,Petrol,Manual,3.2,23589,107232,Low
3 Series,2019,Middle East,Red,Diesel,Automatic,2.3,31491,108007,Low
i8,2019,Africa,White,Hybrid,Automatic,3.4,83210,34108,Low
i8,2017,Middle East,Grey,Diesel,Automatic,1.9,97418,68960,Low
3 Series,2012,Europe,Blue,Petrol,Automatic,1.8,23738,92626,High
i3,2022,South America,Silver,Hybrid,Automatic,4.2,22959,106644,High
5 Series,2015,South America,Silver,Petrol,Manual,3.9,116114,88788,High
M3,2014,Africa,Silver,Electric,Automatic,3.8,178947,97237,Low
M3,2017,Asia,Blue,Petrol,Automatic,4.7,192542,108756,High
X5,2012,Middle East,Blue,Petrol,Automatic,2.8,140396,77784,Low
X5,2023,North America,Red,Electric,Manual,2.9,77603,117194,Low
5 Series,2010,Middle East,Black,Diesel,Manual,2.9,172594,79194,Low
M5,2021,South America,Grey,Petrol,Manual,3.1,27089,88773,High
7 Series,2018,Middle East,Red,Electric,Automatic,3.3,131836,84362,High
X6,2019,North America,Blue,Diesel,Manual,4.2,98353,94397,High
7 Series,2018,South America,Grey,Electric,Automatic,2.3,822,54371,High
X5,2012,Europe,Grey,Electric,Automatic,3.0,40160,115274,High
M5,2011,South America,Red,Petrol,Manual,3.3,195714,67304,High
X3,2013,Africa,Red,Hybrid,Manual,2.1,112325,107607,Low
i3,2023,Middle East,Black,Electric,Manual,4.0,154633,42444,High
i3,2017,Asia,Black,Electric,Manual,1.7,17770,58662,High
M5,2015,Middle East,Blue,Diesel,Automatic,3.6,32338,71767,Low
i8,2019,Middle East,Grey,Electric,Manual,2.2,15616,67079,Low
5 Series,2024,North America,Red,Diesel,Automatic,1.5,64428,55201,Low
X5,2024,Middle East,Red,Petrol,Automatic,2.6,133730,33290,High
i8,2010,South America,Black,Petrol,Manual,3.0,116300,110005,Low
5 Series,2024,North America,Blue,Hybrid,Automatic,4.4,122547,96632,Low
X3,2017,Europe,White,Electric,Manual,2.9,122272,37060,Low
5 Series,2014,Asia,Black,Hybrid,Manual,4.7,133704,45186,High
7 Series,2022,Asia,Red,Petrol,Automatic,4.4,6857,77748,Low
M3,2015,Asia,Red,Petrol,Automatic,2.2,23028,105944,Low
X5,2014,Africa,Red,Petrol,Manual,2.0,20622,89086,Low
7 Series,2019,South America,Grey,Electric,Manual,2.4,150245,62757,Low
X3,2014,South America,Silver,Electric,Manual,2.8,182807,80129,Low
X1,2012,North America,White,Petrol,Manual,3.5,50020,51686,Low
X5,2023,Asia,Black,Electric,Automatic,1.9,135997,112330,Low
3 Series,2013,Africa,Silver,Petrol,Manual,3.4,17748,37639,High
i8,2014,Europe,White,Diesel,Automatic,3.5,48928,107590,High
M5,2020,South America,Blue,Petrol,Automatic,3.8,20798,74460,Low
M5,2020,North America,Black,Petrol,Automatic,3.4,100885,118222,Low
i8,2011,Middle East,Blue,Hybrid,Automatic,4.4,141722,41576,Low
M3,2015,Europe,Blue,Hybrid,Manual,3.7,174454,39009,Low
i3,2011,Africa,Red,Petrol,Automatic,4.7,47860,94766,Low
i3,2013,Africa,Silver,Petrol,Manual,4.0,20492,61975,Low
M5,2021,Africa,White,Diesel,Automatic,3.0,125766,37053,Low
i3,2010,Africa,Red,Petrol,Manual,2.2,68525,109784,Low
3 Series,2013,Europe,Silver,Hybrid,Manual,1.5,174488,47488,Low
X3,2023,Africa,Black,Hybrid,Automatic,1.8,87406,73269,High
M5,2016,North America,White,Diesel,Automatic,2.2,166614,72342,Low
3 Series,2024,Asia,Black,Petrol,Manual,2.3,183218,88043,Low
7 Series,2023,Asia,Black,Petrol,Manual,4.1,181054,116237,Low
i8,2017,North America,Grey,Electric,Manual,2.9,133028,95013,Low
i8,2011,North America,White,Hybrid,Automatic,2.6,186614,79324,Low
X5,2012,Europe,Grey,Diesel,Automatic,1.7,135701,59311,High
X5,2010,North America,Red,Diesel,Automatic,3.4,49410,45210,Low
X3,2024,North America,White,Hybrid,Manual,3.6,178890,39050,Low
X5,2016,Africa,Grey,Hybrid,Manual,4.6,122292,79810,Low
i3,2013,South America,White,Petrol,Automatic,3.3,48919,107815,High
i3,2020,Africa,Blue,Petrol,Manual,1.5,101592,83766,Low
i8,2019,Europe,Silver,Hybrid,Automatic,1.7,149996,38413,Low
X3,2017,North America,Black,Electric,Manual,2.4,93265,49637,High
7 Series,2014,Middle East,Blue,Electric,Automatic,2.0,61359,81038,High
X1,2018,Asia,Silver,Petrol,Automatic,4.2,149298,118818,Low
3 Series,2015,Africa,Red,Hybrid,Automatic,1.9,47899,93608,Low
X1,2020,Asia,Grey,Hybrid,Automatic,2.1,19110,45805,Low
M5,2019,Asia,Silver,Petrol,Manual,3.8,13641,55775,High
i8,2011,Middle East,Red,Petrol,Automatic,2.3,127073,81995,High
M5,2010,Asia,White,Diesel,Automatic,4.9,8958,69146,Low
i8,2010,Africa,Grey,Diesel,Manual,4.5,24409,66367,High
5 Series,2021,North America,Blue,Electric,Automatic,4.1,109923,35660,High
i3,2021,Asia,Black,Hybrid,Manual,2.7,70103,104981,Low
X6,2023,North America,White,Hybrid,Automatic,1.7,115347,93835,Low
3 Series,2023,Middle East,White,Hybrid,Manual,2.7,37795,100660,High
X5,2018,Africa,Silver,Petrol,Manual,2.8,183958,37526,Low
7 Series,2010,Africa,Red,Petrol,Manual,1.9,78572,66146,High
i8,2012,Asia,Silver,Petrol,Manual,1.9,126983,61593,Low
7 Series,2021,Middle East,Red,Electric,Manual,3.8,46773,93208,Low
X5,2011,North America,Silver,Diesel,Manual,2.3,74501,49338,Low
i3,2024,South America,Red,Petrol,Manual,3.9,1503,116759,High
M5,2024,Asia,Red,Hybrid,Automatic,3.4,64327,55381,Low
X6,2024,South America,Black,Electric,Automatic,4.7,196256,36681,Low
X5,2021,Asia,Silver,Diesel,Automatic,4.3,51777,99757,High
X3,2013,North America,Silver,Diesel,Automatic,2.0,128194,56427,Low
3 Series,2010,Europe,Black,Hybrid,Automatic,3.6,70729,34575,Low
M5,2024,Asia,Blue,Petrol,Manual,3.8,91053,39298,High
i8,2010,South America,Grey,Diesel,Automatic,4.5,39920,98516,Low
7 Series,2013,Middle East,Blue,Hybrid,Automatic,3.7,24992,119801,High
3 Series,2022,Europe,Black,Petrol,Automatic,2.0,65493,43326,High
7 Series,2022,Europe,Blue,Diesel,Manual,2.4,32323,76694,High
5 Series,2023,Europe,Red,Electric,Automatic,3.7,174199,104793,High
M5,2013,North America,Grey,Electric,Manual,4.7,112658,92929,Low
M3,2016,South America,Black,Hybrid,Manual,4.6,44674,33530,Low
i3,2017,Middle East,Red,Hybrid,Automatic,2.8,198097,82332,Low
X6,2022,Africa,Blue,Hybrid,Automatic,4.4,199553,74002,Low
M3,2017,Asia,White,Petrol,Manual,3.3,174588,53557,Low
X6,2017,Asia,Black,Petrol,Automatic,3.1,84070,87562,High
7 Series,2023,Asia,Black,Hybrid,Manual,2.7,65373,45074,Low
X6,2023,South America,Red,Electric,Manual,3.9,177880,103817,Low
3 Series,2021,Asia,Grey,Hybrid,Manual,3.6,164621,101323,Low
3 Series,2023,Africa,Grey,Electric,Manual,2.8,102217,92842,Low
3 Series,2018,Europe,Blue,Diesel,Manual,4.2,97992,118226,High
X6,2010,South America,Grey,Petrol,Automatic,2.8,107639,65231,Low
i3,2018,North America,Silver,Hybrid,Manual,3.5,70418,107129,High
M5,2019,Asia,White,Petrol,Manual,2.9,111077,73193,Low
i3,2017,South America,Red,Petrol,Manual,1.9,160788,105286,Low
3 Series,2010,Middle East,Silver,Diesel,Manual,2.1,151410,91170,Low
i8,2016,Asia,Blue,Electric,Automatic,3.8,122862,76871,High
X3,2018,South America,White,Electric,Automatic,4.3,24379,109419,High
7 Series,2013,Asia,White,Diesel,Manual,3.1,10910,52521,Low
X3,2022,Middle East,Black,Hybrid,Automatic,2.6,125826,107591,Low
7 Series,2024,North America,Silver,Hybrid,Manual,2.7,185411,104832,Low
X6,2022,Europe,Black,Hybrid,Manual,3.6,172703,115987,Low
5 Series,2018,Asia,Blue,Electric,Automatic,3.1,96716,93221,Low
M3,2010,Asia,Grey,Diesel,Automatic,1.5,52177,51986,High
7 Series,2018,North America,Silver,Hybrid,Automatic,4.2,149264,33401,Low
i8,2015,Asia,White,Petrol,Manual,2.0,159639,79037,High
i3,2013,Middle East,Black,Diesel,Automatic,3.9,63058,117804,Low
X6,2021,Africa,White,Electric,Manual,2.7,48947,50640,Low
X3,2021,Europe,Grey,Hybrid,Manual,3.5,189502,114920,Low
i3,2014,Europe,White,Diesel,Manual,4.5,137632,44441,Low
X6,2024,Africa,Grey,Petrol,Manual,2.0,38323,55353,Low
i3,2016,Middle East,Blue,Diesel,Automatic,4.2,159713,94412,Low
5 Series,2019,Middle East,Red,Hybrid,Automatic,1.6,171047,70212,Low
i8,2022,Europe,White,Hybrid,Manual,4.7,133491,68970,Low
i3,2013,Middle East,Grey,Diesel,Manual,2.2,37795,54732,Low
X5,2017,Europe,Silver,Electric,Manual,4.3,199407,93739,High
M5,2012,South America,Silver,Diesel,Manual,1.7,172690,119759,Low
5 Series,2011,North America,Blue,Petrol,Automatic,2.6,137763,119573,Low
i8,2010,Middle East,Silver,Petrol,Automatic,3.7,104746,72789,High
X6,2023,Middle East,Blue,Electric,Automatic,3.8,664,47544,Low
X1,2022,Middle East,Black,Petrol,Automatic,3.9,100252,74705,Low
5 Series,2015,Middle East,White,Hybrid,Manual,2.7,178394,77277,High
M5,2011,North America,Silver,Hybrid,Manual,3.8,198745,112140,High
5 Series,2017,Europe,Black,Diesel,Manual,3.0,18071,114006,Low
M5,2024,Europe,White,Diesel,Automatic,3.5,132371,38910,Low
i8,2020,Europe,Silver,Petrol,Automatic,3.4,191278,95750,Low
X3,2019,Europe,Black,Diesel,Automatic,2.1,193405,94595,Low
i3,2022,North America,Silver,Petrol,Manual,4.5,86483,81873,Low
X3,2013,Middle East,Black,Petrol,Manual,4.5,109655,92732,High
X5,2018,Asia,Black,Electric,Manual,2.2,112873,100315,High
X3,2013,South America,Grey,Diesel,Manual,3.0,124344,114356,High
5 Series,2013,North America,White,Hybrid,Manual,3.1,51479,45153,High
M5,2022,South America,Silver,Electric,Manual,3.4,33750,64286,Low
M5,2021,South America,Silver,Diesel,Automatic,1.6,182204,118318,Low
X6,2017,North America,Blue,Petrol,Manual,4.2,37113,92326,Low
5 Series,2021,Middle East,Silver,Diesel,Automatic,4.5,63688,58543,Low
X5,2022,Middle East,Red,Hybrid,Manual,2.0,61535,53335,Low
i3,2017,South America,Silver,Hybrid,Automatic,4.6,17666,33740,High
M5,2014,North America,White,Hybrid,Automatic,4.5,120421,62298,Low
X1,2012,Asia,Grey,Hybrid,Automatic,3.4,144076,30227,Low
i3,2021,South America,Blue,Electric,Automatic,2.5,91621,97897,Low
M5,2011,Middle East,Grey,Electric,Manual,2.2,141320,44702,Low
5 Series,2024,Africa,Grey,Electric,Automatic,3.2,157696,33101,High
i3,2018,Middle East,Grey,Electric,Manual,3.3,59916,46552,Low
3 Series,2023,Middle East,Silver,Electric,Automatic,3.8,127716,31422,High
3 Series,2018,Europe,White,Petrol,Automatic,4.3,23572,64010,Low
X5,2014,Europe,White,Electric,Automatic,4.8,2378,100899,Low
i8,2023,Asia,Grey,Electric,Manual,4.3,99660,95204,High
5 Series,2022,Africa,Red,Diesel,Manual,4.7,54006,41350,High
X6,2024,Europe,Blue,Hybrid,Automatic,3.2,180928,61850,Low
i8,2017,Middle East,Red,Diesel,Manual,1.6,76084,116255,High
X3,2016,Asia,White,Hybrid,Manual,1.7,66628,75439,Low
X1,2012,Europe,White,Diesel,Automatic,2.4,149095,55404,Low
M3,2021,North America,White,Diesel,Automatic,3.6,170514,33126,High
X3,2014,North America,Red,Petrol,Manual,2.7,149215,82896,High
M5,2024,Asia,Silver,Petrol,Automatic,2.1,184196,80409,Low
X5,2022,Africa,Black,Petrol,Manual,4.5,144003,108218,High
M3,2018,North America,Blue,Petrol,Manual,4.9,33215,49401,Low
X5,2013,Middle East,Black,Diesel,Manual,1.6,44275,80400,High
i8,2012,Asia,Blue,Electric,Automatic,1.8,188385,113281,Low
M5,2016,Europe,Silver,Petrol,Manual,3.2,85057,36022,High
i8,2017,Middle East,Blue,Electric,Manual,2.7,73274,117693,Low
7 Series,2014,Middle East,Black,Hybrid,Automatic,4.2,133443,72431,Low
X1,2022,North America,Red,Hybrid,Automatic,3.8,111822,39394,Low
X5,2017,North America,Grey,Diesel,Automatic,1.7,68002,63408,Low
X6,2014,South America,Black,Electric,Automatic,3.4,102453,96527,Low
X5,2018,Europe,Blue,Petrol,Automatic,2.7,194020,86024,High
3 Series,2016,South America,Silver,Petrol,Manual,4.9,160961,67993,Low
M5,2014,Middle East,Black,Electric,Manual,3.2,67420,108390,Low
